Date,Open,High,Low,Close,Volume
2019-09-13 06:00:00,10290.67,10319.80,10274.97,10295.54,884.908
2019-09-13 07:00:00,10295.54,10296.46,10267.89,10284.03,890.921
2019-09-13 08:00:00,10283.68,10327.14,10255.25,10278.48,673.310
2019-09-13 09:00:00,10277,10320.84,10262.51,10306.43,835.981
2019-09-13 10:00:00,10306.94,10323.51,10272.02,10272.91,995.365
2019-09-13 11:00:00,10272.91,10307.47,10251.99,10306.52,839.326
2019-09-13 12:00:00,10306.52,10344,10292.58,10323.98,1026.479
2019-09-13 13:00:00,10324.82,10336.11,10286.27,10307.01,789.275
2019-09-13 14:00:00,10306.78,10306.78,10270,10286.20,861.441
2019-09-13 15:00:00,10286.20,10326.46,10281.34,10296.57,879.295
2019-09-13 16:00:00,10294.81,10309.92,10279.35,10296.30,784.579
2019-09-13 17:00:00,10300.05,10310.08,10190,10226.61,786.790
2019-09-13 18:00:00,10224.60,10243.17,10186.34,10220.93,803.790
2019-09-13 19:00:00,10222.58,10224.70,10186.65,10210.25,903.237
2019-09-13 20:00:00,10210.25,10256.81,10153.51,10253.79,734.398
2019-09-13 21:00:00,10254.01,10299.66,10231.31,10287.11,681.268
2019-09-13 22:00:00,10287.11,10288.11,10250,10277.15,679.799
2019-09-13 23:00:00,10280.45,10355.85,10258.70,10341.34,905.111
2019-09-14 00:00:00,10343.01,10353.72,10296.10,10309.03,824.041
2019-09-14 01:00:00,10308.11,10318.70,10290,10298.45,913.315
2019-09-14 02:00:00,10299.73,10307.34,10267.08,10276.41,716.649
2019-09-14 03:00:00,10276.41,10297.58,10268.21,10280.77,843.898
2019-09-14 04:00:00,10280.58,10287.02,10259.75,10278.74,778.784
2019-09-14 05:00:00,10276.03,10305.29,10274.48,10287.31,608.970
2019-09-14 06:00:00,10287.30,10296.38,10275.04,10283.68,739.636
2019-09-14 07:00:00,10283.68,10330.61,10280.31,10316.67,845.892
2019-09-14 08:00:00,10319.07,10348,10307.72,10313.11,923.669
2019-09-14 09:00:00,10311.91,10336.87,10288.78,10305.47,955.943
2019-09-14 10:00:00,10305.79,10321.53,10287.53,10306.88,704.529
2019-09-14 11:00:00,10307.91,10312.97,10289.05,10291.93,753.144
2019-09-14 12:00:00,10292.13,10300.05,10222.77,10272.68,895.744
2019-09-14 13:00:00,10268.69,10349,10267.70,10321,1057.060
2019-09-14 14:00:00,10321,10357.83,10311.82,10348.72,1221.330
2019-09-14 15:00:00,10346.15,10396.40,10315,10358,964.834
2019-09-14 16:00:00,10355.61,10358.08,10325.41,10349.79,876.657
2019-09-14 17:00:00,10351.84,10398,10351.84,10380.36,985.808
2019-09-14 18:00:00,10380.76,10389.14,10338.66,10382.01,852.747
2019-09-14 19:00:00,10382.71,10388.43,10355.73,10363.80,817.467
2019-09-14 20:00:00,10363.63,10397.96,10361.45,10395.11,787.340
2019-09-14 21:00:00,10395.04,10419.97,10317.39,10377.71,1011.804
2019-09-14 22:00:00,10377.74,10387.90,10325.56,10336.28,763.732
2019-09-14 23:00:00,10336.37,10349.03,10326.91,10332.25,813.631
2019-09-15 00:00:00,10333.47,10359.20,10312.05,10320.93,876.980
2019-09-15 01:00:00,10321.61,10337.19,10024.81,10332.65,1065.089
2019-09-15 02:00:00,10331.84,10335,10302.41,10323.43,840.410
2019-09-15 03:00:00,10323.43,10323.94,10288,10303.39,756.884
2019-09-15 04:00:00,10302.49,10318.16,10273.21,10312.40,832.433
2019-09-15 05:00:00,10310.76,10326.59,10301.13,10311.07,780.339
2019-09-15 06:00:00,10310.68,10324.16,10295.57,10312.47,701.776
2019-09-15 07:00:00,10314.16,10315,10292.86,10308.96,704.819
2019-09-15 08:00:00,10308.08,10308.40,10283.56,10288.89,809.781
2019-09-15 09:00:00,10288.89,10296.78,10268.55,10285.56,825.165
2019-09-15 10:00:00,10284.30,10318.49,10275.60,10310.23,780.953
2019-09-15 11:00:00,10308.83,10320,10289.66,10296.63,834.143
2019-09-15 12:00:00,10296.54,10311.91,10255.41,10309.20,869.155
2019-09-15 13:00:00,10309.20,10310.75,10268.59,10273.67,898.478
2019-09-15 14:00:00,10273.76,10291,10252.28,10270.47,1131.157
2019-09-15 15:00:00,10269.43,10317.29,10263.03,10306.37,857.081
2019-09-15 16:00:00,10306.79,10332.61,10293.92,10302.11,966.656
2019-09-15 17:00:00,10302.11,10315.64,10286.88,10309.03,889.178
2019-09-15 18:00:00,10309.11,10310.04,10284.25,10289.35,903.340
2019-09-15 19:00:00,10288.59,10304.86,10280.14,10294.68,844.374
2019-09-15 20:00:00,10294.46,10310.95,10265.32,10269.31,780.407
2019-09-15 21:00:00,10271.19,10304.56,10266.13,10289.03,834.126
2019-09-15 22:00:00,10289.03,10316.45,10281.95,10296.55,885.071
2019-09-15 23:00:00,10296.60,10313.67,10294.21,10302.22,868.460
2019-09-16 00:00:00,10302,10344.73,10300.36,10327.70,894.623
2019-09-16 01:00:00,10330.50,10353.81,10330,10338.57,853.458
2019-09-16 02:00:00,10339.60,10349.88,10325.03,10340.62,807.657
2019-09-16 03:00:00,10339.23,10353.79,10300,10300.07,935.050
2019-09-16 04:00:00,10300.24,10319.51,10296.25,10317.29,791.684
2019-09-16 05:00:00,10316.62,10325,10311.53,10312.37,745.034
2019-09-16 06:00:00,10312.17,10312.17,10286.62,10303.10,805.076
2019-09-16 07:00:00,10303.21,10305.07,10279.69,10302.30,789.868
2019-09-16 08:00:00,10301.95,10316.71,10289.04,10291.68,769.553
2019-09-16 09:00:00,10291.68,10315.99,10282.97,10302.35,744.414
2019-09-16 10:00:00,10302.87,10309.77,10291.64,10305.21,775.705
2019-09-16 11:00:00,10307.08,10307.08,10275.74,10282.74,822.951
2019-09-16 12:00:00,10282.03,10282.03,10134.46,10147.09,1205.721
2019-09-16 13:00:00,10148.37,10180,10125.70,10148.74,864.346
2019-09-16 14:00:00,10150.25,10166.91,10115,10136.64,684.184
2019-09-16 15:00:00,10138.09,10162.03,10119.37,10120.07,794.627
2019-09-16 16:00:00,10117.40,10160.39,10080.70,10144.27,920.520
2019-09-16 17:00:00,10144.26,10158.53,10133.86,10144.73,806.688
2019-09-16 18:00:00,10144.35,10150.50,10115.70,10128.95,812.547
2019-09-16 19:00:00,10129.13,10142.07,10121.47,10124.17,879.302
2019-09-16 20:00:00,10120.37,10207.36,10119.29,10205.02,896.683
2019-09-16 21:00:00,10205.12,10329.38,10204.70,10280.25,975.750
2019-09-16 22:00:00,10282.77,10308.27,10276,10283.64,821.873
2019-09-16 23:00:00,10284.84,10287.95,10228.92,10249.27,788.323
2019-09-17 00:00:00,10257.30,10261.36,10175.20,10216.78,940.523
2019-09-17 01:00:00,10216.35,10238.95,10194.39,10209.45,872.764
2019-09-17 02:00:00,10208.81,10232.07,10204.53,10223.97,819.923
2019-09-17 03:00:00,10224.11,10230.44,10187.88,10224.09,922.804
2019-09-17 04:00:00,10225.02,10230.79,10192.69,10193.85,905.598
2019-09-17 05:00:00,10193.21,10215.07,10165,10195.82,1089.829
2019-09-17 06:00:00,10194.31,10201.86,10179.84,10188.46,904.154
2019-09-17 07:00:00,10189.70,10214.30,10189.19,10201.89,953.950
2019-09-17 08:00:00,10202.92,10205.81,10165.34,10171.85,963.979
2019-09-17 09:00:00,10171.20,10172.03,10136.77,10162.73,1010.881
2019-09-17 10:00:00,10161.19,10182.47,10161.19,10170.39,961.758
2019-09-17 11:00:00,10170.30,10178.72,10158,10163,854.423
2019-09-17 12:00:00,10162.70,10228.54,10151.62,10215.17,1175.273
2019-09-17 13:00:00,10215.10,10244.27,10173.22,10185.92,917.391
2019-09-17 14:00:00,10185.57,10220.23,10173.89,10212.29,838.421
2019-09-17 15:00:00,10212.07,10225.16,10197.80,10201.14,928.887
2019-09-17 16:00:00,10201.09,10261.41,10200.39,10252,1097.533
2019-09-17 17:00:00,10254.32,10262.49,10231.51,10252.14,812.975
2019-09-17 18:00:00,10251.56,10257.27,10214.64,10225.76,890.784
2019-09-17 19:00:00,10228.58,10256.84,10217.56,10255.91,882.170
2019-09-17 20:00:00,10256.52,10270.63,10222.07,10244,914.247
2019-09-17 21:00:00,10243.53,10265.60,10192.09,10212.18,997.014
2019-09-17 22:00:00,10212.70,10236.92,10198.06,10225.16,900.938
2019-09-17 23:00:00,10225.86,10237.78,10171.37,10186.52,963.388
2019-09-18 00:00:00,10183.87,10218,10183.87,10217.85,874.171
2019-09-18 01:00:00,10217.52,10256.65,10208.23,10245.46,941.065
2019-09-18 02:00:00,10245.57,10252.50,10212.21,10221.31,947.003
2019-09-18 03:00:00,10222.22,10227.20,10192.04,10206.05,811.239
2019-09-18 04:00:00,10206.02,10220.07,10200.35,10218.18,882.935
2019-09-18 05:00:00,10218.13,10228.41,10196.26,10198.72,873.309
2019-09-18 06:00:00,10197.70,10213.19,10194,10194.72,901.689
2019-09-18 07:00:00,10194,10216,10185.60,10198.54,773.571
2019-09-18 08:00:00,10199.39,10199.47,10150,10164,901.382
2019-09-18 09:00:00,10164.14,10185.71,10153,10174.08,838.613
2019-09-18 10:00:00,10174.39,10195.64,10174.39,10179.07,779.101
2019-09-18 11:00:00,10179.07,10179.78,10150,10156.12,738.421
2019-09-18 12:00:00,10156.70,10210,10097.92,10190.14,1257.710
2019-09-18 13:00:00,10188.89,10203.37,10172.31,10178.66,796.538
2019-09-18 14:00:00,10179.78,10193.36,10162.50,10173.02,1021.838
2019-09-18 15:00:00,10172.13,10182.34,10151,10172.91,926.994
2019-09-18 16:00:00,10172.84,10204.51,10132.51,10191.48,1064.637
2019-09-18 17:00:00,10191.11,10196.01,10176.90,10187.83,842.026
2019-09-18 18:00:00,10186.17,10212.25,10166.59,10179.73,792.824
2019-09-18 19:00:00,10180.81,10191.91,10166.54,10171.17,641.219
2019-09-18 20:00:00,10172.65,10208,10143,10189.71,927.136
2019-09-18 21:00:00,10189.53,10206.81,10188,10195.96,793.385
2019-09-18 22:00:00,10196.05,10211.90,10162.46,10173.13,827.293
2019-09-18 23:00:00,10173.36,10180.11,10154.45,10155.16,678.796
2019-09-19 00:00:00,10154.70,10185.55,10145,10177.46,765.767
2019-09-19 01:00:00,10178.18,10178.23,10121.40,10124.97,660.266
2019-09-19 02:00:00,10127.66,10144.83,10081.56,10093.66,1361.359
2019-09-19 03:00:00,10093.66,10094.44,9530.02,9821.97,1865.750
2019-09-19 04:00:00,9820.96,9826.81,9780.75,9821.91,977.193
2019-09-19 05:00:00,9821.84,9916,9819.48,9893.16,1074.090
2019-09-19 06:00:00,9893.02,9893.02,9851,9867.99,901.789
2019-09-19 07:00:00,9868.69,9888.61,9855.32,9872.38,943.233
2019-09-19 08:00:00,9872.71,9891.67,9853.01,9880.43,1013.886
2019-09-19 09:00:00,9880.35,9895.37,9859.75,9877.09,883.474
2019-09-19 10:00:00,9877.17,9883.53,9826.95,9848.70,1032.403
2019-09-19 11:00:00,9849.98,9862.79,9820,9856.50,929.497
2019-09-19 12:00:00,9856.50,9893.57,9845.11,9873.01,965.735
2019-09-19 13:00:00,9872,9884.36,9858.56,9860.69,993.299
2019-09-19 14:00:00,9862.10,9864.63,9848.45,9852.37,783.573
2019-09-19 15:00:00,9852.62,9882.69,9846.97,9880.36,835.182
2019-09-19 16:00:00,9882,10109.51,9875.25,10030.83,1711.482
2019-09-19 17:00:00,10032.94,10095.91,10018.92,10018.92,1212.361
2019-09-19 18:00:00,10018.69,10060,10005.07,10027.59,891.991
2019-09-19 19:00:00,10029.07,10095.87,10017,10086.98,1055.538
2019-09-19 20:00:00,10088.91,10331.62,10088.91,10240.33,2615.494
2019-09-19 21:00:00,10242.72,10277.92,10233.81,10239.05,722.933
2019-09-19 22:00:00,10239,10246.71,10202.51,10207.64,1148.625
2019-09-19 23:00:00,10208.12,10257.27,10206.25,10245.30,883.834
2019-09-20 00:00:00,10247.70,10279.30,10218.86,10223.11,1180.349
2019-09-20 01:00:00,10223.62,10239.54,10184.95,10195.70,994.796
2019-09-20 02:00:00,10194.33,10214.99,10154.70,10175.34,1017.874
2019-09-20 03:00:00,10174.79,10240.81,10174.09,10214.76,1037.838
2019-09-20 04:00:00,10212.78,10222.92,10189.38,10198.97,881.608
2019-09-20 05:00:00,10198.37,10202.68,10160.35,10161.05,1022.679
2019-09-20 06:00:00,10161.66,10191.40,10148.99,10168.30,998.575
2019-09-20 07:00:00,10169.40,10185.93,10150.42,10156.45,803.832
2019-09-20 08:00:00,10156.11,10187.10,10128.51,10139.58,932.418
2019-09-20 09:00:00,10141.66,10148.32,10121.30,10144.17,824.068
2019-09-20 10:00:00,10143.58,10178.28,10143.58,10155.56,828.575
2019-09-20 11:00:00,10152.47,10175,10141.49,10173.72,869.098
2019-09-20 12:00:00,10172.45,10236.19,10168.19,10217.85,1179.367
2019-09-20 13:00:00,10218.54,10226.15,10160,10181.25,937.347
2019-09-20 14:00:00,10180.90,10189.50,10157.44,10178.19,886.897
2019-09-20 15:00:00,10179,10187.11,10141.31,10180.66,1062.775
2019-09-20 16:00:00,10179.55,10189.13,10100.18,10105.30,832.521
2019-09-20 17:00:00,10106,10164.94,10070.50,10122.21,1283.780
2019-09-20 18:00:00,10122.22,10172.58,10122.22,10157.07,937.961
2019-09-20 19:00:00,10157.59,10187.20,10156.32,10161.60,932.744
2019-09-20 20:00:00,10161.40,10171.04,10141.35,10143.28,807.522
2019-09-20 21:00:00,10144.65,10152.54,10070.67,10130.57,1193.863
2019-09-20 22:00:00,10130.14,10154.89,10130.14,10136.06,859.562
2019-09-20 23:00:00,10135.17,10185.34,10133.60,10166.35,959.861
2019-09-21 00:00:00,10166.56,10175.30,10135.82,10157.43,945.773
2019-09-21 01:00:00,10157.43,10172.36,10145,10146.36,801.449
2019-09-21 02:00:00,10147.93,10162.24,10117,10123.56,908.773
2019-09-21 03:00:00,10122.94,10139,10116.80,10124.75,1006.898
2019-09-21 04:00:00,10124.35,10126.81,10081.20,10093,1059.739
2019-09-21 05:00:00,10093,10115.57,10080.52,10097.51,947.860
2019-09-21 06:00:00,10098.01,10104.76,9963.02,10057.91,1757.158
2019-09-21 07:00:00,10059.92,10095.13,10059.84,10079.89,908.781
2019-09-21 08:00:00,10081.07,10081.07,9986.32,10034.66,1171.849
2019-09-21 09:00:00,10034.66,10057.25,9993.66,9998.09,899.197
2019-09-21 10:00:00,9998.69,10035.03,9983.25,9993.11,1021.670
2019-09-21 11:00:00,9993.05,10064.17,9988.55,10046.60,874.458
2019-09-21 12:00:00,10046.60,10047.34,9912.63,9977.49,1138.068
2019-09-21 13:00:00,9979.71,10012.72,9950.86,10012.40,867.852
2019-09-21 14:00:00,10011.05,10017.67,9981.76,9995.43,895.873
2019-09-21 15:00:00,9994.74,10067,9994.74,10037.11,1089.083
2019-09-21 16:00:00,10037.05,10056,9984,10002.85,914.880
2019-09-21 17:00:00,10002.04,10003.61,9959.97,9976.82,870.188
2019-09-21 18:00:00,9975.26,10004.58,9966.65,9991.50,898.366
2019-09-21 19:00:00,9991.30,10016.80,9983.24,10016.80,835.932
2019-09-21 20:00:00,10016.78,10023.56,9968.97,9975.78,832.563
2019-09-21 21:00:00,9977.30,9989.46,9952,9978.54,982.085
2019-09-21 22:00:00,9978.54,10012.21,9943.05,9980.58,1074.574
2019-09-21 23:00:00,9980.53,10013.47,9975.31,9983.33,939.318
2019-09-22 00:00:00,9992.70,10001.98,9939.11,9959.99,1001.094
2019-09-22 01:00:00,9958.36,9969.95,9862.81,9905.87,1655.808
2019-09-22 02:00:00,9905.61,9940.56,9883.68,9922,928.559
2019-09-22 03:00:00,9922.01,9935.05,9872.07,9872.07,975.616
2019-09-22 04:00:00,9872,9904.50,9857,9894.96,965.291
2019-09-22 05:00:00,9895.49,9974.17,9881.40,9937.43,992.570
2019-09-22 06:00:00,9937.25,9957,9918.01,9931.33,830.339
2019-09-22 07:00:00,9931.20,10053.56,9928.39,10023.53,1003.152
2019-09-22 08:00:00,10024.91,10089.52,10008,10013.72,1267.543
2019-09-22 09:00:00,10013.23,10023,9978.96,10023,983.279
2019-09-22 10:00:00,10022.98,10034.39,9988.40,9997.66,820.026
2019-09-22 11:00:00,9997.66,10025.03,9990.22,10001.83,684.721
2019-09-22 12:00:00,10000.53,10049,9998.71,10033.54,753.823
2019-09-22 13:00:00,10031.63,10057.43,9932.01,9984.99,1184.229
2019-09-22 14:00:00,9983.76,9996.88,9942,9987.49,934.281
2019-09-22 15:00:00,9987.27,9991.27,9957.17,9989.89,944.446
2019-09-22 16:00:00,9990,10022.09,9970,10012.35,1173.503
2019-09-22 17:00:00,10014,10025,9984,9992.50,912.874
2019-09-22 18:00:00,9994.08,9999,9949.20,9973.94,1031.947
2019-09-22 19:00:00,9974.30,9998.08,9969.28,9987.48,893.524
2019-09-22 20:00:00,9987.61,10023.50,9982.60,10013.28,767.893
2019-09-22 21:00:00,10010.95,10066.34,9991.19,10050.87,1051.162
2019-09-22 22:00:00,10050.67,10070,10010.15,10041.01,1105.061
2019-09-22 23:00:00,10040.57,10073.46,10018.86,10023.04,1055.613
2019-09-23 00:00:00,10027.69,10046.91,9954.22,9990.20,1559.164
2019-09-23 01:00:00,9990.20,10009.07,9960.01,9987,1033.655
2019-09-23 02:00:00,9987,9998.16,9968.10,9969.68,979.782
2019-09-23 03:00:00,9969.54,9976,9950,9975.58,1150.110
2019-09-23 04:00:00,9978.57,9983.81,9966,9979.23,798.031
2019-09-23 05:00:00,9979.60,9979.69,9939.58,9955.18,837.341
2019-09-23 06:00:00,9954.77,9956.71,9878.51,9921.49,1323.516
2019-09-23 07:00:00,9917.96,9934.36,9890.88,9904,868.415
2019-09-23 08:00:00,9904,9944.57,9904,9937.41,795.225
2019-09-23 09:00:00,9937.41,9968.49,9936.75,9952.09,958.493
2019-09-23 10:00:00,9951.50,9951.93,9915.87,9921.76,895.685
2019-09-23 11:00:00,9922.04,9950.30,9914.08,9915.09,835.251
2019-09-23 12:00:00,9914.11,9933.10,9881.25,9922.36,1197.215
2019-09-23 13:00:00,9922.36,9929.57,9892.71,9904.51,833.859
2019-09-23 14:00:00,9904.51,9951.05,9708.91,9908.46,4253.163
2019-09-23 15:00:00,9909.85,9939.40,9847.28,9867.06,1282.624
2019-09-23 16:00:00,9867.54,9883.89,9779,9814.28,1639.815
2019-09-23 17:00:00,9812.99,9836.16,9783.94,9790,1041.692
2019-09-23 18:00:00,9789.31,9844.73,9780.81,9826.45,894.329
2019-09-23 19:00:00,9825.44,9838.44,9791.09,9805.10,923.246
2019-09-23 20:00:00,9804.39,9827.12,9762.28,9771.59,935.243
2019-09-23 21:00:00,9773.44,9836.28,9655,9753.43,3437.952
2019-09-23 22:00:00,9751.07,9751.07,9620,9718,2426.290
2019-09-23 23:00:00,9718.50,9738.47,9673.77,9701.96,1026.966
2019-09-24 00:00:00,9701.10,9745.85,9603.50,9740.34,1818.567
2019-09-24 01:00:00,9746.04,9792.83,9722.32,9724.97,870.710
2019-09-24 02:00:00,9724.63,9754.57,9689.91,9720.11,746.864
2019-09-24 03:00:00,9720.38,9740,9681.69,9718.71,843.471
2019-09-24 04:00:00,9718.63,9746.90,9689,9721.92,548.039
2019-09-24 05:00:00,9722.16,9764.75,9719.22,9762.69,601.341
2019-09-24 06:00:00,9763.71,9791.07,9740,9740,746.760
2019-09-24 07:00:00,9740,9773.01,9733,9755.67,698.433
2019-09-24 08:00:00,9754.05,9768,9701,9721.74,1238.341
2019-09-24 09:00:00,9722.08,9748.11,9680.27,9733.73,960.565
2019-09-24 10:00:00,9735.10,9744,9715,9733.68,592.726
2019-09-24 11:00:00,9733.68,9767.81,9703,9726.09,1205.045
2019-09-24 12:00:00,9725.67,9729.07,9654.90,9684.81,2139.482
2019-09-24 13:00:00,9684.91,9685.25,9581.42,9629.88,3292.169
2019-09-24 14:00:00,9631.94,9633.27,9508,9521,3868.070
